case:concept:name;concept:team;concept:resources
case_1730;e9;re19, re3, re2, re18, re9
case_1731;e2;re20, re5, re14, re8, re9
case_1732;e7;re5, re13, re9
case_1733;e6;re17, re2, re1, re3
case_1734;e5;re6, re17, re18
case_1735;e7;re14, re7, re2, re6, re10
case_1736;e6;re12, re6
case_1737;e6;re2, re3, re4, re14
case_1738;e8;re6, re2, re15
case_1739;e3;re18, re19, re17
case_1740;e1;re10, re13, re8, re7
case_1741;e7;re12, re20, re18, re16, re13
case_1742;e1;re18, re4, re2, re5
case_1743;e5;re15, re11
case_1744;e1;re18, re14
case_1745;e9;re3, re8, re10
case_1746;e3;re20, re15, re12, re5
case_1747;e9;re15, re12, re4
case_1748;e9;re7, re1
case_1749;e3;re3, re10, re1, re18, re17
case_1750;e6;re17, re13, re18, re1, re3
case_1751;e4;re9, re4
case_1752;e5;re13, re6, re19, re17
case_1753;e1;re14, re17
case_1754;e8;re9, re2, re12, re14, re4
case_1755;e9;re12, re10, re14, re6, re3
case_1756;e1;re2, re8
case_1757;e2;re4, re8
case_1758;e1;re8, re18
case_1759;e1;re15, re11, re16, re14
case_1760;e6;re3, re6, re5, re2
case_1761;e6;re18, re3
case_1762;e6;re10, re13, re2, re18
case_1763;e8;re7, re13, re17, re19
case_1764;e8;re20, re12, re10, re15
case_1765;e2;re6, re16, re15
case_1766;e5;re5, re20, re12, re14, re9
case_1767;e6;re6, re9, re8, re16
case_1768;e2;re9, re10, re7, re18
case_1769;e6;re8, re15, re10
case_1770;e9;re6, re18, re2, re14, re4
case_1771;e8;re11, re7, re16, re17
case_1772;e3;re11, re14, re20
case_1773;e7;re17, re18, re20, re16
case_1774;e6;re3, re8, re16, re12
case_1775;e7;re9, re7, re18
case_1776;e4;re18, re17, re1, re19
case_1777;e6;re9, re18, re10
case_1778;e5;re5, re11, re8, re9
case_1779;e2;re10, re15, re3
case_1780;e7;re19, re12, re1
case_1781;e4;re14, re6, re2, re10
case_1782;e2;re3, re17, re19
case_1783;e4;re3, re4
case_1784;e8;re8, re20, re4, re14
case_1785;e2;re15, re4
case_1786;e6;re15, re9
case_1787;e9;re18, re12, re3, re7, re19
case_1788;e6;re20, re14
case_1789;e7;re11, re13, re12, re14, re20
case_1790;e5;re16, re17
case_1791;e1;re18, re8, re16, re1
case_1792;e1;re11, re13, re20
case_1793;e5;re4, re13, re6, re19
case_1794;e2;re3, re14, re6, re16, re8
case_1795;e9;re8, re7, re16
case_1796;e2;re20, re13, re9
case_1797;e5;re17, re4, re9
case_1798;e3;re14, re12
case_1799;e4;re14, re10
case_1800;e6;re20, re10, re3
case_1801;e4;re19, re15, re16, re8
case_1802;e7;re5, re9, re16
case_1803;e9;re17, re20
case_1804;e6;re14, re16
case_1805;e1;re10, re17, re18, re12
case_1806;e6;re12, re9, re3
case_1807;e9;re12, re5, re7, re1
case_1808;e8;re7, re16, re13, re9
case_1809;e4;re7, re1
case_1810;e5;re19, re17, re16, re7, re9
case_1811;e4;re17, re4
case_1812;e5;re13, re18, re17
case_1813;e7;re20, re16, re9, re8, re2
case_1814;e6;re17, re16
case_1815;e2;re18, re6
case_1816;e3;re18, re7
case_1817;e8;re10, re8, re15, re20
case_1818;e4;re19, re18, re16, re13, re3
case_1819;e7;re5, re19
case_1820;e2;re16, re6, re17, re15
case_1821;e9;re20, re12, re4, re10, re7
case_1822;e4;re14, re6, re5, re8, re3
case_1823;e4;re6, re5
case_1824;e9;re8, re9, re19, re3
case_1825;e1;re2, re4
case_1826;e6;re18, re1, re19, re7
case_1827;e2;re11, re19, re13, re16
case_1828;e1;re20, re19, re10, re15
case_1829;e1;re14, re10
case_1830;e8;re16, re4, re17, re11
case_1831;e2;re12, re8
case_1832;e3;re1, re9, re19, re3, re13
case_1833;e6;re3, re4, re17
case_1834;e8;re17, re8
case_1835;e9;re17, re8, re19, re1, re9
case_1836;e8;re5, re15, re19, re17
case_1837;e2;re5, re16, re7
case_1838;e7;re14, re18, re6
case_1839;e4;re2, re5
case_1840;e5;re20, re18, re4
case_1841;e1;re12, re17, re4, re1, re9
case_1842;e7;re1, re20, re3, re18, re11
case_1843;e5;re9, re13
case_1844;e8;re13, re18, re3
case_1845;e6;re12, re4, re9, re7
case_1846;e6;re6, re5, re14
case_1847;e3;re15, re5, re11, re17
case_1848;e7;re1, re12
case_1849;e7;re11, re8, re3, re14, re15
case_1850;e6;re8, re1
case_1851;e6;re13, re2, re16, re1
case_1852;e1;re3, re15
case_1853;e5;re18, re4
case_1854;e8;re7, re17, re5, re13, re6
case_1855;e8;re6, re7, re17
case_1856;e7;re6, re11, re4, re18
case_1857;e9;re15, re18, re5
case_1858;e8;re18, re14
case_1859;e5;re10, re15
case_1860;e9;re12, re11, re17, re2
case_1861;e8;re12, re17, re10, re20, re14
case_1862;e9;re13, re12
case_1863;e3;re2, re4, re18
case_1864;e5;re4, re1, re7, re3
case_1865;e7;re10, re9, re15, re13, re6
case_1866;e5;re8, re5, re17, re13, re6
case_1867;e7;re2, re9, re19
case_1868;e2;re12, re10, re9
case_1869;e4;re17, re3
case_1870;e1;re16, re9, re7, re14, re12
case_1871;e7;re17, re15
case_1872;e2;re4, re20, re3, re18, re2
case_1873;e8;re20, re10, re15, re18
case_1874;e9;re3, re17, re16, re7, re15
case_1875;e4;re9, re4, re12, re10
case_1876;e4;re15, re19, re11
case_1877;e4;re13, re3, re20, re11
case_1878;e6;re2, re20, re6
case_1879;e1;re11, re10, re4, re2, re3
case_1880;e2;re4, re20
case_1881;e9;re12, re15, re5, re11
case_1882;e7;re6, re11, re13, re16
case_1883;e1;re20, re18, re5
case_1884;e7;re18, re16, re19
case_1885;e1;re10, re11, re4
case_1886;e4;re11, re12, re19
case_1887;e2;re16, re1, re7, re12, re10
case_1888;e6;re12, re7
case_1889;e8;re18, re20
case_1890;e7;re13, re11, re19, re2
case_1891;e3;re4, re13, re3, re11
case_1892;e9;re15, re19, re6, re18, re14
case_1893;e7;re6, re13, re5
case_1894;e2;re17, re9
case_1895;e8;re8, re10
case_1896;e7;re3, re11
case_1897;e9;re5, re12, re15, re18, re13
case_1898;e6;re1, re20, re14
case_1899;e1;re1, re4, re10, re15
case_1900;e4;re3, re12, re6, re17
case_1901;e6;re15, re13, re20, re14, re10
case_1902;e7;re11, re5, re13, re8, re4
case_1903;e6;re17, re1, re18
case_1904;e4;re3, re13, re16
case_1905;e4;re8, re10, re12, re15, re17
case_1906;e4;re5, re12, re18, re13
case_1907;e8;re18, re20
case_1908;e7;re16, re4, re7, re8, re11
case_1909;e4;re12, re2, re13, re6, re7
case_1910;e1;re13, re2
case_1911;e5;re1, re19, re20
case_1912;e2;re13, re2
case_1913;e1;re1, re19, re16
case_1914;e9;re19, re9, re7
case_1915;e6;re1, re6, re5
case_1916;e9;re20, re18, re19, re9, re8
case_1917;e1;re5, re6, re16, re8
case_1918;e8;re5, re1
case_1919;e4;re18, re17, re15, re4
case_1920;e2;re9, re1, re20
case_1921;e8;re17, re7, re1, re10
case_1922;e7;re7, re3, re5, re17, re16
case_1923;e2;re15, re3
case_1924;e6;re18, re12, re4, re10, re8
case_1925;e3;re12, re19
case_1926;e8;re11, re16, re2
case_1927;e7;re5, re13, re4, re15
case_1928;e1;re15, re13, re2
case_1929;e7;re14, re17
case_1930;e6;re6, re3, re14, re9
case_1931;e1;re6, re7
case_1932;e2;re6, re8
case_1933;e2;re3, re5
case_1934;e8;re13, re16, re19, re8
case_1935;e5;re8, re16, re12, re19, re11
case_1936;e3;re4, re1, re12
case_1937;e9;re16, re15, re1, re3
case_1938;e2;re16, re1, re4
case_1939;e1;re17, re7, re13
case_1940;e3;re10, re13
case_1941;e9;re6, re20, re15, re9, re19
case_1942;e4;re16, re20, re18, re3, re7
case_1943;e5;re11, re8, re14, re1, re3
case_1944;e9;re1, re3, re20, re18, re6
case_1945;e2;re8, re4, re5, re3, re13
case_1946;e9;re13, re11, re12, re16
case_1947;e7;re6, re5, re20
case_1948;e2;re14, re17, re9, re8, re4
case_1949;e8;re8, re13, re1, re16, re4
case_1950;e5;re18, re20, re2, re11, re15
case_1951;e7;re6, re20, re4, re3, re1
case_1952;e7;re1, re6, re10
case_1953;e7;re8, re20
case_1954;e1;re9, re16, re15, re2, re20
case_1955;e2;re8, re12, re10, re7, re3
case_1956;e7;re3, re18, re15
case_1957;e5;re3, re9, re19
case_1958;e8;re18, re9, re19, re20, re4
case_1959;e5;re1, re19, re2, re17
case_1960;e6;re1, re15
case_1961;e7;re12, re16, re14
case_1962;e8;re5, re6, re16
case_1963;e8;re6, re5, re15, re2
case_1964;e5;re11, re20, re6
case_1965;e6;re7, re13
case_1966;e7;re18, re3, re2, re5, re10
case_1967;e7;re7, re19, re4
case_1968;e3;re7, re20, re18, re8
case_1969;e7;re4, re20
case_1970;e5;re13, re20
case_1971;e3;re6, re20
case_1972;e3;re14, re18, re17
case_1973;e5;re10, re5
case_1974;e8;re7, re9, re3
case_1975;e4;re7, re6, re20, re5, re3
case_1976;e7;re9, re1, re13, re6, re2
case_1977;e6;re19, re7
case_1978;e3;re5, re10, re2
case_1979;e1;re4, re20, re3
case_1980;e8;re12, re10, re7, re8, re11
case_1981;e3;re2, re10, re6, re13, re12
case_1982;e8;re18, re19, re11
case_1983;e7;re7, re2, re11, re9
case_1984;e9;re2, re15, re6, re7, re8
case_1985;e5;re5, re12
case_1986;e8;re5, re20, re7, re13, re3
case_1987;e9;re9, re18
case_1988;e1;re6, re17, re20, re11, re8
case_1989;e6;re12, re13
case_1990;e8;re9, re14
case_1991;e9;re9, re17, re14, re6, re13
case_1992;e1;re4, re1, re13
case_1993;e2;re9, re12, re13
case_1994;e9;re10, re20, re15, re3
case_1995;e3;re9, re5, re17, re14
case_1996;e8;re11, re15
case_1997;e3;re13, re12, re18
case_1998;e1;re6, re11, re14, re7, re16
case_1999;e3;re10, re11, re4, re6, re12
case_2000;e9;re1, re17, re7, re12, re5
case_2001;e1;re20, re17, re14, re8, re16
case_2002;e4;re14, re11, re20, re4, re17
case_2003;e1;re7, re4, re20
case_2004;e4;re16, re15, re2, re6, re5
case_2005;e2;re17, re14, re5
case_2006;e7;re18, re1, re7
case_2007;e8;re17, re13, re18, re20
case_2008;e3;re4, re12, re18, re16, re1
case_2009;e7;re13, re12
case_2010;e9;re12, re11
case_2011;e5;re8, re2, re7
case_2012;e5;re13, re12, re15
case_2013;e5;re14, re2, re6, re7
case_2014;e6;re16, re15, re4
case_2015;e9;re20, re10, re9, re8, re4
case_2016;e9;re13, re12, re4
case_2017;e7;re8, re4, re3, re17
case_2018;e8;re15, re17, re9
case_2019;e8;re11, re14, re17
case_2020;e8;re15, re17, re8, re2
case_2021;e8;re14, re19
case_2022;e1;re8, re6, re15, re10
case_2023;e5;re5, re18, re2, re4
case_2024;e9;re20, re17, re6, re10, re12
case_2025;e8;re18, re7, re2, re1
case_2026;e8;re1, re6, re18, re9
case_2027;e9;re15, re3, re2, re10, re16
case_2028;e7;re16, re3, re5, re15
case_2029;e3;re2, re20, re6, re7, re16
case_2030;e5;re15, re6, re4, re16, re18
case_2031;e6;re6, re15, re10
case_2032;e2;re11, re16, re1, re6, re7
case_2033;e1;re20, re7, re8, re5, re1
case_2034;e7;re13, re15, re18, re9, re7
case_2035;e8;re3, re4, re5
case_2036;e2;re11, re3, re10, re1, re19
case_2037;e8;re8, re15, re3, re2, re1
case_2038;e9;re2, re12, re5, re8, re18
case_2039;e3;re7, re1
case_2040;e5;re5, re18
case_2041;e7;re8, re19, re1
case_2042;e9;re20, re14
case_2043;e6;re19, re6, re3, re7
case_2044;e3;re17, re1
case_2045;e3;re19, re18
case_2046;e1;re4, re5
case_2047;e1;re15, re11, re10
case_2048;e1;re13, re18
case_2049;e6;re19, re9, re17, re7
case_2050;e4;re7, re17
case_2051;e6;re16, re14, re1, re6
case_2052;e5;re16, re17
case_2053;e8;re13, re1, re10
case_2054;e3;re4, re15, re8, re13
case_2055;e3;re12, re1, re4, re16, re10
case_2056;e2;re6, re5, re7, re18
case_2057;e3;re3, re13, re8
case_2058;e4;re18, re4, re9, re3
case_2059;e5;re10, re4
case_2060;e4;re11, re5, re16, re19, re17
case_2061;e5;re2, re5, re20
case_2062;e2;re10, re8, re12
case_2063;e8;re14, re9, re6, re5, re16
case_2064;e2;re10, re2
case_2065;e7;re16, re19, re4
case_2066;e8;re18, re14, re10, re15
case_2067;e3;re1, re12, re7
case_2068;e3;re3, re13, re9
case_2069;e8;re13, re18, re17
case_2070;e7;re3, re4
case_2071;e7;re8, re18
case_2072;e1;re14, re17, re18
case_2073;e5;re20, re7
case_2074;e8;re11, re20, re7, re18, re19
case_2075;e8;re17, re16, re15, re4
case_2076;e7;re19, re11
case_2077;e5;re6, re3, re1, re18
case_2078;e2;re14, re3, re1, re8, re16
case_2079;e4;re18, re9
case_2080;e5;re15, re20, re4, re13
case_2081;e7;re4, re12, re7, re11
case_2082;e6;re17, re7
case_2083;e2;re11, re18
case_2084;e1;re13, re14, re5, re10
case_2085;e5;re15, re20
case_2086;e8;re4, re2, re9
case_2087;e7;re16, re7, re19, re13
case_2088;e1;re2, re4, re15, re14, re16
case_2089;e8;re7, re3
case_2090;e6;re8, re2, re1, re15, re7
case_2091;e6;re7, re10, re12
case_2092;e5;re20, re6, re12
case_2093;e1;re16, re9
case_2094;e5;re18, re9, re11, re14, re7
case_2095;e9;re4, re14, re13, re3, re16
case_2096;e3;re18, re9, re20, re6, re4
case_2097;e3;re19, re2, re12, re7
case_2098;e4;re4, re17
case_2099;e2;re9, re6
case_2100;e4;re2, re11, re8, re9
case_2101;e2;re11, re15, re18, re3, re4
case_2102;e1;re3, re9
case_2103;e8;re10, re2, re15, re6
case_2104;e8;re10, re7
case_2105;e8;re14, re16
case_2106;e1;re9, re6
case_2107;e2;re1, re9, re3
case_2108;e2;re10, re2, re14, re11, re3
case_2109;e4;re11, re4, re14
case_2110;e1;re3, re10
case_2111;e1;re6, re10, re14, re1
case_2112;e5;re2, re4, re3
case_2113;e5;re1, re9, re6
case_2114;e5;re18, re7, re5
case_2115;e6;re15, re6, re16, re19, re1
case_2116;e7;re12, re16, re17, re19
case_2117;e9;re13, re7
case_2118;e1;re18, re13, re20
case_2119;e2;re2, re9, re20, re16
case_2120;e3;re14, re11
case_2121;e4;re7, re5, re19, re14, re11
case_2122;e2;re1, re4, re15
case_2123;e4;re3, re8
case_2124;e4;re10, re15
case_2125;e2;re3, re16, re13
case_2126;e7;re15, re18, re6, re4, re3
case_2127;e3;re15, re3, re12
case_2128;e3;re3, re12, re4, re14, re13
case_2129;e5;re6, re20, re16, re15, re4
case_2130;e2;re5, re17, re11, re15
case_2131;e5;re13, re5
case_2132;e6;re16, re8
case_2133;e4;re18, re20
case_2134;e9;re8, re15, re17, re20
case_2135;e3;re8, re6, re1, re17
case_2136;e9;re13, re14, re1, re17
case_2137;e2;re14, re8, re11, re20
case_2138;e6;re15, re2, re3, re13
case_2139;e9;re16, re13, re5, re10, re12
case_2140;e6;re13, re2
case_2141;e8;re20, re1, re16, re8
case_2142;e1;re17, re1
case_2143;e9;re17, re5, re4
case_2144;e5;re14, re8, re5, re6
case_2145;e6;re19, re8, re5, re20
case_2146;e1;re19, re18, re2, re4, re14
case_2147;e4;re6, re17
case_2148;e2;re14, re19
case_2149;e7;re9, re19, re11
case_2150;e1;re7, re2, re3, re11
case_2151;e5;re15, re19, re11, re10
case_2152;e7;re17, re20, re8
case_2153;e6;re6, re4, re3
case_2154;e2;re10, re8, re18
case_2155;e3;re7, re4, re9, re15
case_2156;e8;re19, re14, re20, re9
case_2157;e5;re19, re18, re9, re11
case_2158;e9;re17, re10, re4
case_2159;e9;re16, re20, re5
case_2160;e4;re3, re12
case_2161;e2;re15, re14, re3, re6
case_2162;e5;re13, re8, re3
case_2163;e9;re13, re2, re15
case_2164;e1;re6, re9
case_2165;e3;re14, re19
case_2166;e1;re17, re8
case_2167;e3;re7, re3, re15, re8
case_2168;e5;re10, re1, re11
case_2169;e8;re2, re15, re12, re9
case_2170;e6;re11, re13, re7, re16, re12
case_2171;e3;re8, re6
case_2172;e9;re2, re18
case_2173;e6;re4, re8, re13
case_2174;e8;re3, re1, re6, re2
case_2175;e9;re8, re20, re13, re18, re17
case_2176;e3;re7, re15, re20, re16, re11
case_2177;e2;re4, re11
case_2178;e7;re2, re10
case_2179;e4;re15, re11, re13, re4, re2
case_2180;e6;re11, re3, re8
case_2181;e7;re4, re15
case_2182;e9;re4, re20, re1, re14
case_2183;e9;re9, re14, re4, re12, re8
case_2184;e1;re6, re8, re19, re7, re12
case_2185;e9;re10, re18, re9, re8
case_2186;e5;re14, re7, re5
case_2187;e3;re17, re8, re1, re12
case_2188;e1;re8, re16
case_2189;e1;re5, re8
case_2190;e1;re20, re6, re1, re16, re19
case_2191;e7;re20, re11, re15
case_2192;e8;re4, re6, re1, re10, re16
case_2193;e1;re17, re18, re19, re20
case_2194;e3;re12, re3, re9, re2, re16
case_2195;e2;re12, re16, re2, re5
case_2196;e8;re7, re16, re1, re12
case_2197;e4;re20, re16
case_2198;e4;re18, re12
case_2199;e6;re1, re18, re14, re11, re5
case_2200;e6;re17, re13
case_2201;e4;re10, re7, re5
case_2202;e1;re6, re8
case_2203;e7;re19, re6, re16
case_2204;e2;re7, re14
case_2205;e9;re12, re15, re14
case_2206;e1;re18, re20, re14
case_2207;e9;re13, re14
case_2208;e3;re1, re19, re6
case_2209;e8;re3, re2, re15, re18
case_2210;e9;re18, re6, re16, re20, re15
case_2211;e9;re4, re18
case_2212;e9;re14, re18, re4, re6
case_2213;e2;re1, re13, re20, re16
case_2214;e8;re2, re12, re14
case_2215;e6;re11, re3, re9, re15
case_2216;e8;re19, re10, re9, re7, re18
case_2217;e6;re15, re18
case_2218;e7;re1, re15, re10
case_2219;e2;re9, re2, re5, re7
case_2220;e5;re11, re20, re8
case_2221;e7;re16, re11
case_2222;e7;re11, re14
case_2223;e4;re13, re9
case_2224;e5;re6, re14, re20, re3, re5
case_2225;e8;re15, re7, re8
case_2226;e1;re17, re13, re12, re5
case_2227;e1;re11, re15, re19
case_2228;e3;re20, re8, re1, re15, re11
case_2229;e3;re16, re17
case_2230;e9;re16, re19, re9, re2
case_2231;e3;re6, re7, re4
case_2232;e1;re13, re12
case_2233;e1;re20, re14, re10, re12
case_2234;e1;re10, re19, re13, re3, re12
case_2235;e8;re11, re8, re13, re10
case_2236;e6;re4, re8
case_2237;e6;re7, re19, re15
case_2238;e3;re2, re13, re7, re4
case_2239;e1;re19, re1
case_2240;e2;re12, re2, re10
case_2241;e3;re2, re12, re8
case_2242;e7;re20, re9
case_2243;e3;re11, re2, re18, re12
case_2244;e2;re2, re18
case_2245;e6;re4, re16, re12, re14
case_2246;e8;re7, re6, re18, re11
case_2247;e2;re3, re16, re2, re9, re4
case_2248;e8;re12, re11, re8, re9
case_2249;e8;re14, re7
case_2250;e6;re10, re12, re7, re17, re16
case_2251;e6;re18, re8, re10, re19
case_2252;e5;re20, re18
case_2253;e2;re17, re4, re10, re1, re3
case_2254;e5;re7, re15, re13, re9
case_2255;e6;re7, re18, re2, re12, re9
case_2256;e1;re16, re17, re13
case_2257;e1;re15, re7, re8, re19, re17
case_2258;e2;re12, re19
case_2259;e6;re20, re12, re5, re16, re11
case_2260;e9;re8, re3, re11, re15, re5
case_2261;e4;re15, re4, re7, re14, re11
case_2262;e6;re12, re10, re15
case_2263;e2;re16, re12, re11, re20, re14
case_2264;e4;re6, re4, re7, re12
case_2265;e9;re3, re10, re7
case_2266;e7;re16, re14, re9, re6, re8
case_2267;e4;re5, re14, re12
case_2268;e5;re16, re8, re17, re4, re9
case_2269;e5;re2, re7, re1
case_2270;e1;re6, re10, re3, re9, re16
case_2271;e8;re1, re18, re4
case_2272;e7;re1, re20, re5
case_2273;e6;re2, re8, re16, re13
case_2274;e5;re12, re5, re16, re6, re3
case_2275;e2;re17, re5
case_2276;e4;re7, re11, re20, re6
case_2277;e6;re6, re12, re4, re11, re13
case_2278;e8;re20, re18
case_2279;e5;re15, re16, re19
case_2280;e7;re17, re9, re11
case_2281;e1;re18, re17, re10, re7, re19
case_2282;e1;re4, re11, re7, re9, re16
case_2283;e7;re2, re12
case_2284;e1;re2, re15, re11, re1
case_2285;e8;re10, re4
case_2286;e9;re5, re17, re13
case_2287;e4;re12, re20
case_2288;e1;re18, re2, re1, re14
case_2289;e6;re10, re18, re14, re20
case_2290;e8;re1, re4, re6, re2
case_2291;e5;re8, re18, re2, re19, re9
case_2292;e5;re6, re5, re7
case_2293;e5;re4, re6, re7
case_2294;e4;re1, re11, re8
case_2295;e4;re15, re14, re8
case_2296;e4;re18, re4, re11
case_2297;e4;re19, re11, re6, re8
case_2298;e4;re18, re20
case_2299;e5;re2, re7, re10, re6
case_2300;e5;re7, re11, re14, re18
case_2301;e8;re12, re7, re5
case_2302;e5;re12, re8, re7, re1
case_2303;e9;re16, re17, re6, re20, re12
case_2304;e6;re6, re8, re16
case_2305;e3;re2, re10, re20, re13, re1
case_2306;e5;re18, re5, re11, re9
case_2307;e7;re18, re11, re1, re14, re12
case_2308;e6;re6, re10, re15, re14
case_2309;e9;re15, re17, re1, re3, re2
case_2310;e2;re20, re12, re4, re10, re16
case_2311;e1;re7, re18, re12
case_2312;e7;re5, re14
case_2313;e6;re10, re1
case_2314;e4;re8, re1
case_2315;e6;re9, re5, re11, re20
case_2316;e5;re12, re4, re5
case_2317;e8;re16, re1, re4, re3, re17
case_2318;e3;re10, re20, re19
case_2319;e1;re16, re1
case_2320;e3;re11, re2, re13, re16
case_2321;e1;re10, re1, re20, re14
case_2322;e9;re2, re4, re10, re18, re5
case_2323;e2;re4, re13
case_2324;e8;re11, re18
case_2325;e5;re9, re1, re4
case_2326;e8;re7, re19, re14
case_2327;e8;re3, re9, re7, re18, re13
case_2328;e6;re4, re1, re15, re16, re9
case_2329;e2;re4, re2, re14, re17
case_2330;e1;re16, re15
case_2331;e9;re6, re13, re17, re15, re8
case_2332;e3;re9, re10, re1
case_2333;e2;re19, re12, re4, re1, re20
case_2334;e5;re14, re16, re7, re2
case_2335;e2;re13, re19, re5, re17, re10
case_2336;e9;re18, re9, re8, re12, re1
case_2337;e3;re16, re6, re20
case_2338;e3;re1, re17, re15
case_2339;e6;re17, re2, re11, re1
case_2340;e4;re16, re10, re14, re5
case_2341;e1;re1, re19, re2, re17, re14
case_2342;e8;re17, re13, re7, re8
case_2343;e2;re19, re9
case_2344;e1;re4, re1, re16, re10, re2
case_2345;e3;re17, re15, re13
case_2346;e2;re18, re15, re5, re2, re16
case_2347;e3;re1, re6, re11, re12
case_2348;e4;re2, re20, re3, re10, re5
case_2349;e8;re6, re5
case_2350;e9;re4, re20, re7, re10, re13
case_2351;e7;re14, re11, re18, re16
case_2352;e1;re15, re3, re12, re19
case_2353;e9;re5, re6, re8, re20, re15
case_2354;e4;re2, re9, re14, re17, re1
case_2355;e7;re6, re5, re3, re7
case_2356;e4;re6, re20, re12, re7
case_2357;e7;re9, re8
case_2358;e1;re18, re2, re7, re8, re10
case_2359;e4;re8, re14, re2, re17
case_2360;e8;re11, re4, re17
case_2361;e9;re11, re7, re14, re15
case_2362;e3;re3, re15, re7, re10
case_2363;e8;re16, re15
case_2364;e5;re10, re6, re20
case_2365;e9;re18, re2
case_2366;e8;re20, re10
case_2367;e3;re14, re18, re5
case_2368;e7;re18, re14, re6, re11, re4
case_2369;e6;re9, re20, re18
case_2370;e3;re20, re16
case_2371;e2;re16, re18, re17, re4, re10
case_2372;e2;re10, re9, re16, re11
case_2373;e6;re7, re11, re10, re8
case_2374;e1;re20, re6, re19, re10, re3
case_2375;e1;re17, re18, re6
case_2376;e6;re16, re5, re17, re18
case_2377;e1;re12, re17
case_2378;e6;re11, re14, re9
case_2379;e4;re3, re5
case_2380;e1;re16, re11, re13
case_2381;e6;re11, re14, re6, re19
case_2382;e6;re20, re14, re1
case_2383;e7;re1, re14, re19, re18
case_2384;e5;re17, re19, re13, re5
case_2385;e2;re7, re10
case_2386;e5;re7, re1, re14, re8
case_2387;e8;re3, re15, re11, re7, re6
case_2388;e3;re11, re7, re1
case_2389;e9;re19, re3, re10, re15
case_2390;e7;re12, re10
case_2391;e1;re2, re9, re14
case_2392;e9;re1, re15, re7
case_2393;e6;re17, re14, re18
case_2394;e3;re10, re6
case_2395;e8;re7, re6, re9, re3
case_2396;e2;re15, re11
case_2397;e2;re7, re13, re9
case_2398;e7;re15, re20, re12
case_2399;e4;re6, re10, re12, re2
case_2400;e2;re7, re20, re19, re1
case_2401;e6;re14, re17, re4
case_2402;e6;re20, re5
case_2403;e3;re11, re14, re17
case_2404;e4;re20, re7, re5
case_2405;e4;re9, re20, re2, re7, re1
case_2406;e5;re11, re2, re18, re9, re3
case_2407;e1;re13, re10, re19, re15
case_2408;e4;re5, re4, re16
case_2409;e5;re7, re4, re9
case_2410;e8;re3, re12, re20, re13, re8
case_2411;e4;re1, re6, re2, re19, re11
case_2412;e8;re9, re1, re12, re7
case_2413;e2;re6, re11, re7, re1, re12
case_2414;e3;re5, re7
case_2415;e4;re9, re3, re15
case_2416;e7;re17, re9, re15, re12
case_2417;e1;re6, re3, re7, re17
case_2418;e8;re11, re18, re4, re15
case_2419;e4;re7, re3
case_2420;e3;re4, re2
case_2421;e9;re14, re1
case_2422;e8;re18, re14, re10, re4, re6
case_2423;e9;re3, re9, re16, re13
case_2424;e8;re3, re11
case_2425;e2;re5, re10, re20, re4, re3
case_2426;e5;re14, re9, re18, re6, re5
case_2427;e8;re10, re18, re11
case_2428;e1;re12, re3, re13
case_2429;e8;re13, re14
case_2430;e7;re1, re17, re19, re18, re8
case_2431;e8;re14, re8, re9
case_2432;e9;re16, re8
case_2433;e2;re12, re9, re18, re5, re16
case_2434;e2;re9, re12, re2, re1
case_2435;e2;re7, re1, re3, re5
case_2436;e4;re15, re7, re1
case_2437;e3;re13, re14, re3, re8, re5
case_2438;e3;re19, re1, re17
case_2439;e9;re19, re6, re11, re10
case_2440;e6;re12, re16, re8, re10, re18
case_2441;e1;re10, re8
case_2442;e3;re7, re20, re10
case_2443;e7;re6, re14, re8, re11
case_2444;e1;re2, re13, re8
case_2445;e9;re18, re13, re12, re1, re6
case_2446;e4;re14, re12, re16, re10
case_2447;e1;re7, re9
case_2448;e5;re1, re7, re12, re4, re2
case_2449;e2;re17, re18, re11, re19, re5
case_2450;e8;re19, re15, re1
case_2451;e7;re11, re16, re9
case_2452;e5;re10, re13, re11, re15, re12
case_2453;e3;re9, re19, re16, re10
case_2454;e8;re15, re19, re18, re12, re10
case_2455;e4;re4, re1, re18
case_2456;e8;re7, re16
case_2457;e4;re2, re12, re16
case_2458;e8;re19, re3
case_2459;e2;re10, re18, re6, re17, re5
case_2460;e4;re14, re9, re15, re20
case_2461;e3;re13, re11, re18
case_2462;e9;re13, re16, re14, re7
case_2463;e3;re1, re12, re20, re7
case_2464;e3;re5, re12, re1, re19, re13
case_2465;e8;re13, re6, re1
case_2466;e5;re18, re11, re3
case_2467;e9;re7, re4, re17
case_2468;e7;re20, re19, re5
case_2469;e2;re4, re19
case_2470;e9;re12, re6, re3, re19
case_2471;e1;re11, re17, re1, re14
case_2472;e9;re6, re19, re3
case_2473;e1;re1, re4, re12, re18, re6
case_2474;e5;re13, re19, re8
case_2475;e3;re17, re9, re10
case_2476;e8;re9, re16, re13, re19
case_2477;e1;re1, re12, re9, re20
case_2478;e7;re20, re11, re10, re8, re16
case_2479;e4;re11, re4, re9
case_2480;e9;re16, re11
case_2481;e5;re8, re5, re12, re2, re10
case_2482;e2;re18, re7, re10, re5
case_2483;e3;re19, re9, re1, re15, re18
case_2484;e9;re15, re3, re9, re14, re8
case_2485;e1;re9, re13, re16, re6
