case:concept:name;concept:team;concept:resources
734;e7;['re7', 're10', 're11']
735;e7;['re7', 're10', 're11']
736;e1;['re1', 're2', 're3', 're4']
737;e5;['re12', 're13']
738;e4;['re7', 're10', 're11']
739;e4;['re7', 're10', 're11']
740;e6;['re1', 're2', 're14']
741;e2;['re2', 're4', 're5']
742;e1;['re1', 're2', 're3', 're4']
743;e3;['re5', 're6', 're7', 're8', 're9']
744;e6;['re1', 're2', 're14']
745;e2;['re2', 're4', 're5']
746;e2;['re2', 're4', 're5']
747;e2;['re2', 're4', 're5']
748;e7;['re7', 're10', 're11']
749;e6;['re1', 're2', 're14']
750;e4;['re7', 're10', 're11']
751;e1;['re1', 're2', 're3', 're4']
752;e1;['re1', 're2', 're3', 're4']
753;e3;['re5', 're6', 're7', 're8', 're9']
754;e1;['re1', 're2', 're3', 're4']
755;e4;['re7', 're10', 're11']
756;e1;['re1', 're2', 're3', 're4']
757;e2;['re2', 're4', 're5']
758;e7;['re7', 're10', 're11']
759;e6;['re1', 're2', 're14']
760;e7;['re7', 're10', 're11']
761;e1;['re1', 're2', 're3', 're4']
762;e2;['re2', 're4', 're5']
763;e1;['re1', 're2', 're3', 're4']
764;e4;['re7', 're10', 're11']
765;e3;['re5', 're6', 're7', 're8', 're9']
766;e6;['re1', 're2', 're14']
767;e6;['re1', 're2', 're14']
768;e7;['re7', 're10', 're11']
769;e7;['re7', 're10', 're11']
770;e3;['re5', 're6', 're7', 're8', 're9']
771;e4;['re7', 're10', 're11']
772;e5;['re12', 're13']
773;e1;['re1', 're2', 're3', 're4']
774;e6;['re1', 're2', 're14']
775;e1;['re1', 're2', 're3', 're4']
776;e4;['re7', 're10', 're11']
777;e6;['re1', 're2', 're14']
778;e2;['re2', 're4', 're5']
779;e2;['re2', 're4', 're5']
780;e6;['re1', 're2', 're14']
781;e7;['re7', 're10', 're11']
782;e1;['re1', 're2', 're3', 're4']
783;e3;['re5', 're6', 're7', 're8', 're9']
784;e5;['re12', 're13']
785;e4;['re7', 're10', 're11']
786;e5;['re12', 're13']
787;e6;['re1', 're2', 're14']
788;e4;['re7', 're10', 're11']
789;e7;['re7', 're10', 're11']
790;e5;['re12', 're13']
791;e6;['re1', 're2', 're14']
792;e1;['re1', 're2', 're3', 're4']
793;e7;['re7', 're10', 're11']
794;e1;['re1', 're2', 're3', 're4']
795;e1;['re1', 're2', 're3', 're4']
796;e1;['re1', 're2', 're3', 're4']
797;e1;['re1', 're2', 're3', 're4']
798;e2;['re2', 're4', 're5']
799;e4;['re7', 're10', 're11']
800;e4;['re7', 're10', 're11']
801;e2;['re2', 're4', 're5']
802;e3;['re5', 're6', 're7', 're8', 're9']
803;e4;['re7', 're10', 're11']
804;e1;['re1', 're2', 're3', 're4']
805;e2;['re2', 're4', 're5']
806;e2;['re2', 're4', 're5']
807;e6;['re1', 're2', 're14']
808;e2;['re2', 're4', 're5']
809;e2;['re2', 're4', 're5']
810;e3;['re5', 're6', 're7', 're8', 're9']
811;e5;['re12', 're13']
812;e1;['re1', 're2', 're3', 're4']
813;e2;['re2', 're4', 're5']
814;e1;['re1', 're2', 're3', 're4']
815;e2;['re2', 're4', 're5']
816;e1;['re1', 're2', 're3', 're4']
817;e2;['re2', 're4', 're5']
818;e2;['re2', 're4', 're5']
819;e4;['re7', 're10', 're11']
820;e7;['re7', 're10', 're11']
821;e6;['re1', 're2', 're14']
822;e2;['re2', 're4', 're5']
823;e7;['re7', 're10', 're11']
824;e4;['re7', 're10', 're11']
825;e6;['re1', 're2', 're14']
826;e3;['re5', 're6', 're7', 're8', 're9']
827;e7;['re7', 're10', 're11']
828;e4;['re7', 're10', 're11']
829;e3;['re5', 're6', 're7', 're8', 're9']
830;e3;['re5', 're6', 're7', 're8', 're9']
831;e7;['re7', 're10', 're11']
832;e7;['re7', 're10', 're11']
833;e6;['re1', 're2', 're14']
834;e6;['re1', 're2', 're14']
835;e2;['re2', 're4', 're5']
836;e5;['re12', 're13']
837;e2;['re2', 're4', 're5']
838;e1;['re1', 're2', 're3', 're4']
839;e3;['re5', 're6', 're7', 're8', 're9']
840;e7;['re7', 're10', 're11']
841;e3;['re5', 're6', 're7', 're8', 're9']
842;e4;['re7', 're10', 're11']
843;e7;['re7', 're10', 're11']
844;e5;['re12', 're13']
845;e6;['re1', 're2', 're14']
846;e7;['re7', 're10', 're11']
847;e1;['re1', 're2', 're3', 're4']
848;e4;['re7', 're10', 're11']
849;e3;['re5', 're6', 're7', 're8', 're9']
850;e1;['re1', 're2', 're3', 're4']
851;e3;['re5', 're6', 're7', 're8', 're9']
852;e5;['re12', 're13']
853;e6;['re1', 're2', 're14']
854;e1;['re1', 're2', 're3', 're4']
855;e1;['re1', 're2', 're3', 're4']
856;e6;['re1', 're2', 're14']
857;e5;['re12', 're13']
858;e2;['re2', 're4', 're5']
859;e4;['re7', 're10', 're11']
860;e7;['re7', 're10', 're11']
861;e4;['re7', 're10', 're11']
862;e1;['re1', 're2', 're3', 're4']
863;e7;['re7', 're10', 're11']
864;e6;['re1', 're2', 're14']
865;e1;['re1', 're2', 're3', 're4']
866;e1;['re1', 're2', 're3', 're4']
867;e7;['re7', 're10', 're11']
868;e2;['re2', 're4', 're5']
869;e4;['re7', 're10', 're11']
870;e7;['re7', 're10', 're11']
871;e5;['re12', 're13']
872;e6;['re1', 're2', 're14']
873;e4;['re7', 're10', 're11']
874;e2;['re2', 're4', 're5']
875;e1;['re1', 're2', 're3', 're4']
876;e3;['re5', 're6', 're7', 're8', 're9']
877;e4;['re7', 're10', 're11']
878;e3;['re5', 're6', 're7', 're8', 're9']
879;e5;['re12', 're13']
880;e4;['re7', 're10', 're11']
881;e2;['re2', 're4', 're5']
882;e7;['re7', 're10', 're11']
883;e5;['re12', 're13']
884;e1;['re1', 're2', 're3', 're4']
885;e4;['re7', 're10', 're11']
886;e5;['re12', 're13']
887;e6;['re1', 're2', 're14']
888;e2;['re2', 're4', 're5']
889;e4;['re7', 're10', 're11']
890;e5;['re12', 're13']
891;e4;['re7', 're10', 're11']
892;e5;['re12', 're13']
893;e4;['re7', 're10', 're11']
894;e3;['re5', 're6', 're7', 're8', 're9']
895;e1;['re1', 're2', 're3', 're4']
896;e5;['re12', 're13']
897;e1;['re1', 're2', 're3', 're4']
898;e4;['re7', 're10', 're11']
899;e6;['re1', 're2', 're14']
900;e1;['re1', 're2', 're3', 're4']
901;e5;['re12', 're13']
902;e2;['re2', 're4', 're5']
903;e5;['re12', 're13']
904;e5;['re12', 're13']
905;e5;['re12', 're13']
906;e3;['re5', 're6', 're7', 're8', 're9']
907;e3;['re5', 're6', 're7', 're8', 're9']
908;e2;['re2', 're4', 're5']
909;e7;['re7', 're10', 're11']
910;e7;['re7', 're10', 're11']
911;e2;['re2', 're4', 're5']
912;e5;['re12', 're13']
913;e4;['re7', 're10', 're11']
914;e2;['re2', 're4', 're5']
915;e4;['re7', 're10', 're11']
916;e3;['re5', 're6', 're7', 're8', 're9']
917;e3;['re5', 're6', 're7', 're8', 're9']
918;e7;['re7', 're10', 're11']
919;e6;['re1', 're2', 're14']
920;e7;['re7', 're10', 're11']
921;e2;['re2', 're4', 're5']
922;e7;['re7', 're10', 're11']
923;e3;['re5', 're6', 're7', 're8', 're9']
924;e6;['re1', 're2', 're14']
925;e4;['re7', 're10', 're11']
926;e5;['re12', 're13']
927;e4;['re7', 're10', 're11']
928;e3;['re5', 're6', 're7', 're8', 're9']
929;e3;['re5', 're6', 're7', 're8', 're9']
930;e7;['re7', 're10', 're11']
931;e3;['re5', 're6', 're7', 're8', 're9']
932;e6;['re1', 're2', 're14']
933;e7;['re7', 're10', 're11']
934;e5;['re12', 're13']
935;e7;['re7', 're10', 're11']
936;e2;['re2', 're4', 're5']
937;e5;['re12', 're13']
938;e7;['re7', 're10', 're11']
939;e5;['re12', 're13']
940;e4;['re7', 're10', 're11']
941;e4;['re7', 're10', 're11']
942;e6;['re1', 're2', 're14']
943;e5;['re12', 're13']
944;e5;['re12', 're13']
945;e1;['re1', 're2', 're3', 're4']
946;e6;['re1', 're2', 're14']
947;e5;['re12', 're13']
948;e4;['re7', 're10', 're11']
949;e2;['re2', 're4', 're5']
950;e4;['re7', 're10', 're11']
951;e4;['re7', 're10', 're11']
952;e1;['re1', 're2', 're3', 're4']
953;e2;['re2', 're4', 're5']
954;e2;['re2', 're4', 're5']
955;e1;['re1', 're2', 're3', 're4']
956;e5;['re12', 're13']
957;e3;['re5', 're6', 're7', 're8', 're9']
958;e5;['re12', 're13']
959;e3;['re5', 're6', 're7', 're8', 're9']
960;e1;['re1', 're2', 're3', 're4']
961;e1;['re1', 're2', 're3', 're4']
962;e5;['re12', 're13']
963;e7;['re7', 're10', 're11']
964;e4;['re7', 're10', 're11']
965;e4;['re7', 're10', 're11']
966;e7;['re7', 're10', 're11']
967;e6;['re1', 're2', 're14']
968;e6;['re1', 're2', 're14']
969;e6;['re1', 're2', 're14']
970;e7;['re7', 're10', 're11']
971;e6;['re1', 're2', 're14']
972;e4;['re7', 're10', 're11']
973;e7;['re7', 're10', 're11']
974;e5;['re12', 're13']
975;e4;['re7', 're10', 're11']
976;e3;['re5', 're6', 're7', 're8', 're9']
977;e1;['re1', 're2', 're3', 're4']
978;e7;['re7', 're10', 're11']
979;e4;['re7', 're10', 're11']
980;e1;['re1', 're2', 're3', 're4']
981;e7;['re7', 're10', 're11']
982;e2;['re2', 're4', 're5']
983;e6;['re1', 're2', 're14']
984;e3;['re5', 're6', 're7', 're8', 're9']
985;e3;['re5', 're6', 're7', 're8', 're9']
986;e6;['re1', 're2', 're14']
987;e1;['re1', 're2', 're3', 're4']
988;e7;['re7', 're10', 're11']
989;e6;['re1', 're2', 're14']
990;e5;['re12', 're13']
991;e4;['re7', 're10', 're11']
992;e7;['re7', 're10', 're11']
993;e6;['re1', 're2', 're14']
994;e3;['re5', 're6', 're7', 're8', 're9']
995;e5;['re12', 're13']
996;e7;['re7', 're10', 're11']
997;e6;['re1', 're2', 're14']
998;e4;['re7', 're10', 're11']
999;e5;['re12', 're13']
1000;e1;['re1', 're2', 're3', 're4']
1001;e7;['re7', 're10', 're11']
1002;e7;['re7', 're10', 're11']
1003;e2;['re2', 're4', 're5']
1004;e4;['re7', 're10', 're11']
1005;e4;['re7', 're10', 're11']
1006;e3;['re5', 're6', 're7', 're8', 're9']
1007;e3;['re5', 're6', 're7', 're8', 're9']
1008;e1;['re1', 're2', 're3', 're4']
1009;e4;['re7', 're10', 're11']
1010;e1;['re1', 're2', 're3', 're4']
1011;e2;['re2', 're4', 're5']
1012;e5;['re12', 're13']
1013;e2;['re2', 're4', 're5']
1014;e6;['re1', 're2', 're14']
1015;e4;['re7', 're10', 're11']
1016;e4;['re7', 're10', 're11']
1017;e5;['re12', 're13']
1018;e2;['re2', 're4', 're5']
1019;e2;['re2', 're4', 're5']
1020;e2;['re2', 're4', 're5']
1021;e7;['re7', 're10', 're11']
1022;e6;['re1', 're2', 're14']
1023;e6;['re1', 're2', 're14']
1024;e3;['re5', 're6', 're7', 're8', 're9']
1025;e7;['re7', 're10', 're11']
1026;e2;['re2', 're4', 're5']
1027;e2;['re2', 're4', 're5']
1028;e1;['re1', 're2', 're3', 're4']
1029;e5;['re12', 're13']
1030;e7;['re7', 're10', 're11']
1031;e7;['re7', 're10', 're11']
1032;e1;['re1', 're2', 're3', 're4']
1033;e5;['re12', 're13']
1034;e6;['re1', 're2', 're14']
1035;e1;['re1', 're2', 're3', 're4']
1036;e1;['re1', 're2', 're3', 're4']
1037;e7;['re7', 're10', 're11']
1038;e1;['re1', 're2', 're3', 're4']
1039;e7;['re7', 're10', 're11']
1040;e1;['re1', 're2', 're3', 're4']
1041;e5;['re12', 're13']
1042;e6;['re1', 're2', 're14']
1043;e1;['re1', 're2', 're3', 're4']
1044;e3;['re5', 're6', 're7', 're8', 're9']
1045;e5;['re12', 're13']
1046;e4;['re7', 're10', 're11']
1047;e4;['re7', 're10', 're11']
1048;e7;['re7', 're10', 're11']
1049;e5;['re12', 're13']
1050;e2;['re2', 're4', 're5']
1051;e4;['re7', 're10', 're11']
1052;e1;['re1', 're2', 're3', 're4']
1053;e6;['re1', 're2', 're14']
1054;e2;['re2', 're4', 're5']
1055;e7;['re7', 're10', 're11']
1056;e6;['re1', 're2', 're14']
1057;e6;['re1', 're2', 're14']
1058;e3;['re5', 're6', 're7', 're8', 're9']
1059;e1;['re1', 're2', 're3', 're4']
1060;e5;['re12', 're13']
1061;e2;['re2', 're4', 're5']
1062;e7;['re7', 're10', 're11']
1063;e1;['re1', 're2', 're3', 're4']
1064;e2;['re2', 're4', 're5']
1065;e1;['re1', 're2', 're3', 're4']
1066;e1;['re1', 're2', 're3', 're4']
1067;e3;['re5', 're6', 're7', 're8', 're9']
1068;e6;['re1', 're2', 're14']
1069;e4;['re7', 're10', 're11']
1070;e1;['re1', 're2', 're3', 're4']
1071;e1;['re1', 're2', 're3', 're4']
1072;e3;['re5', 're6', 're7', 're8', 're9']
1073;e5;['re12', 're13']
1074;e3;['re5', 're6', 're7', 're8', 're9']
1075;e2;['re2', 're4', 're5']
1076;e7;['re7', 're10', 're11']
1077;e2;['re2', 're4', 're5']
1078;e4;['re7', 're10', 're11']
1079;e2;['re2', 're4', 're5']
1080;e2;['re2', 're4', 're5']
1081;e4;['re7', 're10', 're11']
1082;e4;['re7', 're10', 're11']
1083;e5;['re12', 're13']
1084;e3;['re5', 're6', 're7', 're8', 're9']
1085;e1;['re1', 're2', 're3', 're4']
1086;e3;['re5', 're6', 're7', 're8', 're9']
1087;e4;['re7', 're10', 're11']
1088;e7;['re7', 're10', 're11']
1089;e5;['re12', 're13']
1090;e4;['re7', 're10', 're11']
1091;e5;['re12', 're13']
1092;e2;['re2', 're4', 're5']
1093;e6;['re1', 're2', 're14']
1094;e1;['re1', 're2', 're3', 're4']
1095;e7;['re7', 're10', 're11']
1096;e5;['re12', 're13']
1097;e2;['re2', 're4', 're5']
1098;e6;['re1', 're2', 're14']
1099;e6;['re1', 're2', 're14']
1100;e2;['re2', 're4', 're5']
1101;e3;['re5', 're6', 're7', 're8', 're9']
1102;e4;['re7', 're10', 're11']
1103;e5;['re12', 're13']
1104;e6;['re1', 're2', 're14']
1105;e3;['re5', 're6', 're7', 're8', 're9']
1106;e3;['re5', 're6', 're7', 're8', 're9']
1107;e7;['re7', 're10', 're11']
1108;e6;['re1', 're2', 're14']
1109;e2;['re2', 're4', 're5']
1110;e1;['re1', 're2', 're3', 're4']
1111;e2;['re2', 're4', 're5']
1112;e1;['re1', 're2', 're3', 're4']
1113;e6;['re1', 're2', 're14']
1114;e4;['re7', 're10', 're11']
1115;e7;['re7', 're10', 're11']
1116;e5;['re12', 're13']
1117;e2;['re2', 're4', 're5']
1118;e5;['re12', 're13']
1119;e6;['re1', 're2', 're14']
1120;e6;['re1', 're2', 're14']
1121;e4;['re7', 're10', 're11']
1122;e3;['re5', 're6', 're7', 're8', 're9']
1123;e3;['re5', 're6', 're7', 're8', 're9']
1124;e4;['re7', 're10', 're11']
1125;e5;['re12', 're13']
1126;e5;['re12', 're13']
1127;e2;['re2', 're4', 're5']
1128;e6;['re1', 're2', 're14']
1129;e2;['re2', 're4', 're5']
1130;e5;['re12', 're13']
1131;e3;['re5', 're6', 're7', 're8', 're9']
1132;e1;['re1', 're2', 're3', 're4']
1133;e5;['re12', 're13']
1134;e7;['re7', 're10', 're11']
1135;e2;['re2', 're4', 're5']
1136;e3;['re5', 're6', 're7', 're8', 're9']
1137;e2;['re2', 're4', 're5']
1138;e1;['re1', 're2', 're3', 're4']
1139;e5;['re12', 're13']
1140;e4;['re7', 're10', 're11']
1141;e7;['re7', 're10', 're11']
1142;e2;['re2', 're4', 're5']
1143;e3;['re5', 're6', 're7', 're8', 're9']
1144;e1;['re1', 're2', 're3', 're4']
1145;e3;['re5', 're6', 're7', 're8', 're9']
1146;e6;['re1', 're2', 're14']
1147;e3;['re5', 're6', 're7', 're8', 're9']
1148;e2;['re2', 're4', 're5']
1149;e5;['re12', 're13']
1150;e5;['re12', 're13']
1151;e6;['re1', 're2', 're14']
1152;e3;['re5', 're6', 're7', 're8', 're9']
1153;e1;['re1', 're2', 're3', 're4']
1154;e3;['re5', 're6', 're7', 're8', 're9']
1155;e5;['re12', 're13']
1156;e1;['re1', 're2', 're3', 're4']
1157;e1;['re1', 're2', 're3', 're4']
1158;e3;['re5', 're6', 're7', 're8', 're9']
1159;e5;['re12', 're13']
1160;e2;['re2', 're4', 're5']
1161;e4;['re7', 're10', 're11']
1162;e6;['re1', 're2', 're14']
1163;e2;['re2', 're4', 're5']
1164;e5;['re12', 're13']
1165;e1;['re1', 're2', 're3', 're4']
1166;e5;['re12', 're13']
1167;e4;['re7', 're10', 're11']
1168;e6;['re1', 're2', 're14']
1169;e2;['re2', 're4', 're5']
1170;e2;['re2', 're4', 're5']
1171;e3;['re5', 're6', 're7', 're8', 're9']
1172;e6;['re1', 're2', 're14']
1173;e7;['re7', 're10', 're11']
1174;e3;['re5', 're6', 're7', 're8', 're9']
1175;e2;['re2', 're4', 're5']
1176;e7;['re7', 're10', 're11']
1177;e3;['re5', 're6', 're7', 're8', 're9']
1178;e1;['re1', 're2', 're3', 're4']
1179;e2;['re2', 're4', 're5']
1180;e7;['re7', 're10', 're11']
1181;e4;['re7', 're10', 're11']
1182;e6;['re1', 're2', 're14']
1183;e1;['re1', 're2', 're3', 're4']
1184;e4;['re7', 're10', 're11']
1185;e3;['re5', 're6', 're7', 're8', 're9']
1186;e6;['re1', 're2', 're14']
1187;e7;['re7', 're10', 're11']
1188;e3;['re5', 're6', 're7', 're8', 're9']
1189;e7;['re7', 're10', 're11']
1190;e1;['re1', 're2', 're3', 're4']
1191;e1;['re1', 're2', 're3', 're4']
1192;e7;['re7', 're10', 're11']
1193;e5;['re12', 're13']
1194;e1;['re1', 're2', 're3', 're4']
1195;e7;['re7', 're10', 're11']
1196;e7;['re7', 're10', 're11']
1197;e2;['re2', 're4', 're5']
1198;e2;['re2', 're4', 're5']
1199;e6;['re1', 're2', 're14']
1200;e7;['re7', 're10', 're11']
1201;e3;['re5', 're6', 're7', 're8', 're9']
1202;e3;['re5', 're6', 're7', 're8', 're9']
1203;e6;['re1', 're2', 're14']
1204;e7;['re7', 're10', 're11']
1205;e7;['re7', 're10', 're11']
1206;e4;['re7', 're10', 're11']
1207;e2;['re2', 're4', 're5']
1208;e6;['re1', 're2', 're14']
1209;e5;['re12', 're13']
1210;e4;['re7', 're10', 're11']
1211;e1;['re1', 're2', 're3', 're4']
1212;e2;['re2', 're4', 're5']
1213;e5;['re12', 're13']
1214;e2;['re2', 're4', 're5']
1215;e5;['re12', 're13']
1216;e7;['re7', 're10', 're11']
1217;e4;['re7', 're10', 're11']
1218;e7;['re7', 're10', 're11']
1219;e6;['re1', 're2', 're14']
1220;e5;['re12', 're13']
1221;e1;['re1', 're2', 're3', 're4']
1222;e1;['re1', 're2', 're3', 're4']
1223;e2;['re2', 're4', 're5']
1224;e3;['re5', 're6', 're7', 're8', 're9']
1225;e7;['re7', 're10', 're11']
1226;e3;['re5', 're6', 're7', 're8', 're9']
1227;e5;['re12', 're13']
1228;e4;['re7', 're10', 're11']
1229;e3;['re5', 're6', 're7', 're8', 're9']
1230;e4;['re7', 're10', 're11']
1231;e7;['re7', 're10', 're11']
1232;e1;['re1', 're2', 're3', 're4']
1233;e5;['re12', 're13']
1234;e6;['re1', 're2', 're14']
1235;e7;['re7', 're10', 're11']
1236;e2;['re2', 're4', 're5']
1237;e4;['re7', 're10', 're11']
1238;e5;['re12', 're13']
1239;e3;['re5', 're6', 're7', 're8', 're9']
1240;e7;['re7', 're10', 're11']
1241;e4;['re7', 're10', 're11']
1242;e3;['re5', 're6', 're7', 're8', 're9']
1243;e6;['re1', 're2', 're14']
1244;e7;['re7', 're10', 're11']
1245;e4;['re7', 're10', 're11']
1246;e1;['re1', 're2', 're3', 're4']
1247;e6;['re1', 're2', 're14']
1248;e4;['re7', 're10', 're11']
1249;e5;['re12', 're13']
1250;e4;['re7', 're10', 're11']
1251;e1;['re1', 're2', 're3', 're4']
1252;e6;['re1', 're2', 're14']
1253;e6;['re1', 're2', 're14']
1254;e6;['re1', 're2', 're14']
1255;e3;['re5', 're6', 're7', 're8', 're9']
1256;e1;['re1', 're2', 're3', 're4']
1257;e5;['re12', 're13']
1258;e6;['re1', 're2', 're14']
1259;e2;['re2', 're4', 're5']
1260;e5;['re12', 're13']
1261;e3;['re5', 're6', 're7', 're8', 're9']
1262;e1;['re1', 're2', 're3', 're4']
1263;e3;['re5', 're6', 're7', 're8', 're9']
1264;e4;['re7', 're10', 're11']
1265;e5;['re12', 're13']
1266;e7;['re7', 're10', 're11']
1267;e5;['re12', 're13']
1268;e6;['re1', 're2', 're14']
1269;e1;['re1', 're2', 're3', 're4']
1270;e5;['re12', 're13']
1271;e5;['re12', 're13']
1272;e2;['re2', 're4', 're5']
1273;e1;['re1', 're2', 're3', 're4']
1274;e4;['re7', 're10', 're11']
1275;e1;['re1', 're2', 're3', 're4']
1276;e7;['re7', 're10', 're11']
1277;e4;['re7', 're10', 're11']
1278;e2;['re2', 're4', 're5']
1279;e5;['re12', 're13']
1280;e5;['re12', 're13']
1281;e5;['re12', 're13']
1282;e7;['re7', 're10', 're11']
1283;e6;['re1', 're2', 're14']
1284;e3;['re5', 're6', 're7', 're8', 're9']
1285;e4;['re7', 're10', 're11']
1286;e4;['re7', 're10', 're11']
1287;e3;['re5', 're6', 're7', 're8', 're9']
1288;e6;['re1', 're2', 're14']
1289;e4;['re7', 're10', 're11']
1290;e7;['re7', 're10', 're11']
1291;e3;['re5', 're6', 're7', 're8', 're9']
1292;e5;['re12', 're13']
1293;e2;['re2', 're4', 're5']
1294;e4;['re7', 're10', 're11']
1295;e6;['re1', 're2', 're14']
1296;e4;['re7', 're10', 're11']
1297;e4;['re7', 're10', 're11']
1298;e5;['re12', 're13']
1299;e7;['re7', 're10', 're11']
1300;e6;['re1', 're2', 're14']
1301;e4;['re7', 're10', 're11']
1302;e4;['re7', 're10', 're11']
1303;e5;['re12', 're13']
1304;e6;['re1', 're2', 're14']
1305;e2;['re2', 're4', 're5']
1306;e5;['re12', 're13']
1307;e7;['re7', 're10', 're11']
1308;e5;['re12', 're13']
1309;e1;['re1', 're2', 're3', 're4']
1310;e3;['re5', 're6', 're7', 're8', 're9']
1311;e5;['re12', 're13']
1312;e4;['re7', 're10', 're11']
1313;e4;['re7', 're10', 're11']
1314;e4;['re7', 're10', 're11']
1315;e7;['re7', 're10', 're11']
1316;e2;['re2', 're4', 're5']
1317;e1;['re1', 're2', 're3', 're4']
1318;e1;['re1', 're2', 're3', 're4']
1319;e3;['re5', 're6', 're7', 're8', 're9']
1320;e3;['re5', 're6', 're7', 're8', 're9']
1321;e5;['re12', 're13']
1322;e7;['re7', 're10', 're11']
1323;e6;['re1', 're2', 're14']
1324;e6;['re1', 're2', 're14']
1325;e6;['re1', 're2', 're14']
1326;e1;['re1', 're2', 're3', 're4']
1327;e4;['re7', 're10', 're11']
1328;e5;['re12', 're13']
1329;e5;['re12', 're13']
1330;e2;['re2', 're4', 're5']
1331;e6;['re1', 're2', 're14']
1332;e6;['re1', 're2', 're14']
1333;e1;['re1', 're2', 're3', 're4']
1334;e4;['re7', 're10', 're11']
1335;e6;['re1', 're2', 're14']
1336;e4;['re7', 're10', 're11']
1337;e1;['re1', 're2', 're3', 're4']
1338;e3;['re5', 're6', 're7', 're8', 're9']
1339;e1;['re1', 're2', 're3', 're4']
1340;e4;['re7', 're10', 're11']
1341;e5;['re12', 're13']
1342;e2;['re2', 're4', 're5']
1343;e7;['re7', 're10', 're11']
1344;e7;['re7', 're10', 're11']
1345;e4;['re7', 're10', 're11']
1346;e1;['re1', 're2', 're3', 're4']
1347;e2;['re2', 're4', 're5']
1348;e5;['re12', 're13']
1349;e3;['re5', 're6', 're7', 're8', 're9']
1350;e7;['re7', 're10', 're11']
1351;e3;['re5', 're6', 're7', 're8', 're9']
1352;e1;['re1', 're2', 're3', 're4']
1353;e5;['re12', 're13']
1354;e1;['re1', 're2', 're3', 're4']
1355;e6;['re1', 're2', 're14']
1356;e5;['re12', 're13']
1357;e3;['re5', 're6', 're7', 're8', 're9']
1358;e3;['re5', 're6', 're7', 're8', 're9']
1359;e2;['re2', 're4', 're5']
1360;e3;['re5', 're6', 're7', 're8', 're9']
1361;e7;['re7', 're10', 're11']
1362;e7;['re7', 're10', 're11']
1363;e6;['re1', 're2', 're14']
1364;e1;['re1', 're2', 're3', 're4']
1365;e2;['re2', 're4', 're5']
1366;e1;['re1', 're2', 're3', 're4']
1367;e4;['re7', 're10', 're11']
1368;e5;['re12', 're13']
1369;e5;['re12', 're13']
1370;e4;['re7', 're10', 're11']
1371;e1;['re1', 're2', 're3', 're4']
1372;e5;['re12', 're13']
1373;e7;['re7', 're10', 're11']
1374;e6;['re1', 're2', 're14']
1375;e2;['re2', 're4', 're5']
1376;e3;['re5', 're6', 're7', 're8', 're9']
1377;e3;['re5', 're6', 're7', 're8', 're9']
1378;e1;['re1', 're2', 're3', 're4']
1379;e4;['re7', 're10', 're11']
1380;e5;['re12', 're13']
1381;e5;['re12', 're13']
1382;e5;['re12', 're13']
1383;e5;['re12', 're13']
1384;e2;['re2', 're4', 're5']
1385;e3;['re5', 're6', 're7', 're8', 're9']
1386;e2;['re2', 're4', 're5']
1387;e4;['re7', 're10', 're11']
1388;e3;['re5', 're6', 're7', 're8', 're9']
1389;e1;['re1', 're2', 're3', 're4']
1390;e3;['re5', 're6', 're7', 're8', 're9']
1391;e7;['re7', 're10', 're11']
1392;e6;['re1', 're2', 're14']
1393;e6;['re1', 're2', 're14']
1394;e1;['re1', 're2', 're3', 're4']
1395;e4;['re7', 're10', 're11']
1396;e2;['re2', 're4', 're5']
1397;e6;['re1', 're2', 're14']
1398;e7;['re7', 're10', 're11']
1399;e6;['re1', 're2', 're14']
1400;e2;['re2', 're4', 're5']
1401;e6;['re1', 're2', 're14']
1402;e4;['re7', 're10', 're11']
1403;e3;['re5', 're6', 're7', 're8', 're9']
1404;e3;['re5', 're6', 're7', 're8', 're9']
1405;e5;['re12', 're13']
1406;e3;['re5', 're6', 're7', 're8', 're9']
1407;e4;['re7', 're10', 're11']
1408;e1;['re1', 're2', 're3', 're4']
1409;e4;['re7', 're10', 're11']
1410;e3;['re5', 're6', 're7', 're8', 're9']
1411;e6;['re1', 're2', 're14']
1412;e3;['re5', 're6', 're7', 're8', 're9']
1413;e3;['re5', 're6', 're7', 're8', 're9']
1414;e5;['re12', 're13']
1415;e4;['re7', 're10', 're11']
1416;e7;['re7', 're10', 're11']
1417;e6;['re1', 're2', 're14']
1418;e4;['re7', 're10', 're11']
1419;e4;['re7', 're10', 're11']
1420;e5;['re12', 're13']
1421;e3;['re5', 're6', 're7', 're8', 're9']
1422;e4;['re7', 're10', 're11']
1423;e1;['re1', 're2', 're3', 're4']
1424;e4;['re7', 're10', 're11']
1425;e1;['re1', 're2', 're3', 're4']
1426;e4;['re7', 're10', 're11']
1427;e3;['re5', 're6', 're7', 're8', 're9']
1428;e1;['re1', 're2', 're3', 're4']
1429;e6;['re1', 're2', 're14']
1430;e2;['re2', 're4', 're5']
1431;e7;['re7', 're10', 're11']
1432;e3;['re5', 're6', 're7', 're8', 're9']
1433;e5;['re12', 're13']
1434;e5;['re12', 're13']
1435;e3;['re5', 're6', 're7', 're8', 're9']
1436;e1;['re1', 're2', 're3', 're4']
1437;e5;['re12', 're13']
1438;e7;['re7', 're10', 're11']
1439;e5;['re12', 're13']
1440;e4;['re7', 're10', 're11']
1441;e2;['re2', 're4', 're5']
1442;e4;['re7', 're10', 're11']
