case:concept:name;concept:team;concept:resources
case_799;e5;re5, re18, re3
case_800;e6;re19, re8, re15, re1
case_801;e2;re19, re16, re9, re8
case_802;e4;re12, re19
case_803;e3;re13, re2, re8, re12, re20
case_804;e1;re16, re17, re11, re18, re1
case_805;e1;re11, re20
case_806;e9;re17, re4
case_807;e7;re4, re15, re1
case_808;e8;re1, re5, re14, re20, re19
case_809;e8;re3, re14, re20, re9, re19
case_810;e8;re6, re14
case_811;e9;re13, re12, re6, re7
case_812;e5;re14, re19
case_813;e1;re16, re7, re2, re1
case_814;e5;re8, re13, re16, re15
case_815;e6;re17, re3, re11
case_816;e8;re13, re2, re20
case_817;e2;re19, re15, re11, re2, re14
case_818;e3;re13, re7, re10, re8, re12
case_819;e2;re15, re20
case_820;e7;re13, re14
case_821;e4;re19, re12, re13, re17
case_822;e1;re18, re13, re7, re3, re17
case_823;e6;re16, re17, re4
case_824;e7;re19, re16
case_825;e7;re4, re14, re9
case_826;e7;re16, re12, re9, re18
case_827;e5;re19, re11, re15, re1, re6
case_828;e5;re1, re13, re11, re17
case_829;e7;re13, re11
case_830;e9;re19, re15
case_831;e9;re3, re13
case_832;e3;re20, re2, re15, re7, re6
case_833;e3;re1, re2, re20
case_834;e3;re6, re8, re13, re11
case_835;e9;re10, re15, re3, re7, re11
case_836;e9;re12, re1, re4, re15, re10
case_837;e2;re19, re12, re5, re3, re1
case_838;e4;re9, re13, re10, re17
case_839;e3;re19, re2, re1
case_840;e2;re14, re13, re6, re7
case_841;e1;re2, re4, re1, re9, re20
case_842;e4;re12, re14, re15, re20, re6
case_843;e3;re1, re3, re5, re8
case_844;e1;re8, re18
case_845;e3;re9, re13, re5, re18
case_846;e2;re11, re3
case_847;e2;re3, re11, re13, re6
case_848;e7;re2, re3, re5, re6, re20
case_849;e3;re15, re7, re20, re19
case_850;e9;re20, re16, re11, re18, re14
case_851;e8;re9, re1, re16
case_852;e6;re3, re2
case_853;e2;re9, re18, re11, re15
case_854;e7;re13, re16, re2
case_855;e8;re14, re4, re1
case_856;e7;re8, re12, re1, re13
case_857;e9;re19, re15, re5
case_858;e8;re10, re13, re17
case_859;e1;re6, re2, re5, re3
case_860;e5;re15, re2, re6, re13
case_861;e7;re16, re6, re11
case_862;e4;re11, re14, re12, re18
case_863;e9;re12, re5, re4, re19, re7
case_864;e2;re7, re8
case_865;e5;re8, re12
case_866;e1;re7, re14
case_867;e7;re18, re1, re7
case_868;e9;re18, re4, re20
case_869;e4;re19, re3, re6, re16, re13
case_870;e3;re5, re15, re6
case_871;e2;re17, re19, re3
case_872;e6;re10, re19, re7
case_873;e9;re2, re15, re1
case_874;e1;re9, re16
case_875;e4;re20, re4
case_876;e6;re10, re2, re18, re5
case_877;e9;re10, re15, re11, re1, re12
case_878;e8;re11, re15, re14, re20
case_879;e6;re6, re4, re3, re11, re9
case_880;e7;re6, re11, re10, re15, re1
case_881;e8;re5, re10, re9, re18
case_882;e2;re13, re17, re18, re10, re11
case_883;e6;re17, re3, re15, re18
case_884;e5;re4, re5, re3, re15, re14
case_885;e9;re5, re17, re18
case_886;e2;re15, re13, re6, re17, re1
case_887;e9;re17, re3, re14, re12
case_888;e2;re14, re12, re9
case_889;e2;re6, re16, re7
case_890;e8;re17, re18
case_891;e5;re9, re4, re11
case_892;e9;re10, re4, re20, re17
case_893;e5;re14, re8, re18, re3
case_894;e1;re2, re16
case_895;e6;re20, re2, re4
case_896;e7;re11, re3, re18
case_897;e5;re3, re19
case_898;e4;re5, re17, re6
case_899;e1;re7, re9, re16, re3
case_900;e2;re20, re2, re4, re11
case_901;e6;re12, re15, re11, re1
case_902;e2;re8, re15
case_903;e6;re7, re15, re5, re20, re6
case_904;e9;re5, re14, re6, re17
case_905;e4;re19, re15, re11, re18, re4
case_906;e2;re7, re13, re4, re20, re9
case_907;e5;re19, re13, re7, re20
case_908;e3;re19, re4, re8, re9
case_909;e3;re15, re4
case_910;e3;re3, re9, re8
case_911;e4;re20, re19, re15, re1
case_912;e4;re3, re19, re12
case_913;e5;re4, re2, re1
case_914;e1;re14, re12
case_915;e6;re20, re10
case_916;e3;re1, re7, re9, re6
case_917;e6;re7, re17, re3, re14
case_918;e3;re17, re12, re18, re8
case_919;e9;re1, re4, re16
case_920;e1;re3, re9, re5
case_921;e1;re14, re6, re13, re18, re15
case_922;e6;re8, re3, re12
case_923;e1;re5, re3, re4, re10
case_924;e7;re6, re18, re15, re19
case_925;e4;re7, re9
case_926;e3;re14, re17, re20
case_927;e8;re10, re14
case_928;e3;re16, re12, re18
case_929;e5;re13, re11, re2, re4
case_930;e1;re16, re1, re6, re17, re19
case_931;e6;re20, re13
case_932;e8;re19, re6, re14, re16, re13
case_933;e1;re5, re10, re20
case_934;e3;re16, re17, re1
case_935;e5;re17, re18
case_936;e5;re2, re14, re9
case_937;e4;re5, re8, re1
case_938;e8;re8, re2
case_939;e5;re12, re17
case_940;e5;re15, re9, re7
case_941;e5;re12, re14, re5
case_942;e5;re13, re10, re4, re11, re1
case_943;e3;re7, re15, re16, re5, re3
case_944;e9;re14, re5, re16
case_945;e3;re17, re18
case_946;e9;re9, re5, re20
case_947;e1;re5, re17, re20
case_948;e3;re1, re2
case_949;e1;re3, re5, re18, re14, re12
case_950;e7;re20, re15, re14
case_951;e2;re5, re7, re12, re4, re16
case_952;e7;re8, re7, re9
case_953;e8;re18, re10, re12, re14, re17
case_954;e3;re6, re3, re8, re10
case_955;e6;re11, re8, re10, re3
case_956;e4;re7, re8, re13
case_957;e2;re9, re18, re11, re5
case_958;e3;re12, re2, re16, re11
case_959;e2;re20, re10, re11, re8
case_960;e4;re13, re17
case_961;e4;re9, re6, re3, re10, re1
case_962;e5;re8, re10, re17
case_963;e8;re13, re19, re10
case_964;e7;re19, re1, re5
case_965;e2;re9, re5, re4, re6, re3
case_966;e2;re2, re12, re9, re3
case_967;e1;re3, re14
case_968;e7;re6, re17, re4, re10
case_969;e3;re11, re10, re13
case_970;e9;re8, re9, re4, re6, re2
case_971;e2;re7, re16, re17, re9
case_972;e2;re1, re18
case_973;e2;re17, re7, re2, re8, re5
case_974;e5;re9, re2, re5, re19
case_975;e2;re3, re19
case_976;e5;re4, re10, re15, re11
case_977;e9;re16, re6
case_978;e1;re14, re5, re11
case_979;e9;re16, re18, re1, re11, re5
case_980;e4;re16, re19, re5, re20, re15
case_981;e7;re8, re7, re13
case_982;e3;re4, re14
case_983;e8;re15, re1, re11, re10
case_984;e8;re17, re5, re2
case_985;e8;re8, re2, re1
case_986;e1;re1, re18, re8, re19
case_987;e7;re1, re11
case_988;e5;re3, re17
case_989;e9;re9, re5, re2
case_990;e2;re7, re9
case_991;e8;re7, re4, re18, re14, re15
case_992;e5;re1, re4, re19, re17
case_993;e2;re4, re1, re17, re18, re13
case_994;e7;re20, re8, re9, re4, re16
case_995;e4;re20, re4
case_996;e2;re6, re9, re13, re20
case_997;e8;re15, re18, re9
case_998;e5;re6, re13
case_999;e3;re17, re5, re14, re7
